Search_ID,User_ID,Search_Query,Recommended_Content,Clicked_Content,Recommendation_Score,Timestamp
SRCH00000300,898489,IPL,CONT9146,CONT5432,0.57,2025-09-24 08:18:47
SRCH00000301,377495,Action Movies,CONT9157,CONT7141,0.96,2026-05-16 15:03:20
SRCH00000302,100109,Comedy Shows,CONT6151,CONT5845,0.88,2025-07-11 22:54:23
SRCH00000303,644886,Sci-Fi,CONT9860,CONT3980,0.33,2026-01-29 01:48:37
SRCH00000304,424391,Sci-Fi,CONT5275,CONT8099,0.86,2026-01-22 10:42:30
SRCH00000305,284145,KDrama,CONT9025,CONT6101,0.91,2025-06-05 00:51:03
SRCH00000306,739489,KDrama,CONT6551,CONT7467,0.03,2025-11-10 09:24:45
SRCH00000307,537680,Comedy Shows,CONT5844,CONT1456,0.94,2026-03-06 09:41:43
SRCH00000308,963065,KDrama,CONT4977,CONT5212,0.36,2025-08-03 16:24:35
SRCH00000309,460924,Comedy Shows,CONT5415,CONT7429,0.03,2025-06-15 10:42:52
SRCH00000310,174792,Action Movies,CONT1820,CONT7480,0.58,2026-03-13 08:05:02
SRCH00000311,704873,Comedy Shows,CONT4781,CONT3950,0.04,2025-07-14 15:14:18
SRCH00000312,330235,Sci-Fi,CONT2765,CONT6390,0.59,2026-02-27 02:35:25
SRCH00000313,658284,IPL,CONT8856,CONT5117,0.98,2025-06-09 02:19:27
SRCH00000314,461041,Comedy Shows,CONT3067,CONT6198,0.36,2026-01-09 00:39:50
SRCH00000315,438651,Action Movies,CONT8057,CONT6707,0.67,2026-04-26 14:22:58
SRCH00000316,425063,Comedy Shows,CONT2121,CONT9945,0.1,2026-04-11 23:51:57
SRCH00000317,157588,Comedy Shows,CONT1171,CONT2711,0.26,2025-10-26 14:04:48
SRCH00000318,791919,KDrama,CONT3649,CONT4770,0.97,2025-10-24 15:55:25
SRCH00000319,443266,Action Movies,CONT8904,CONT4292,0.46,2025-09-06 21:44:30
SRCH00000320,831516,IPL,CONT4280,CONT4794,0.95,2025-06-17 08:48:01
SRCH00000321,902399,KDrama,CONT9101,CONT1024,0.63,2026-04-20 09:23:32
SRCH00000322,405929,IPL,CONT4224,CONT8050,0.69,2025-12-13 14:41:30
SRCH00000323,683542,Action Movies,CONT3417,CONT4386,0.23,2026-04-03 16:26:22
SRCH00000324,108961,Comedy Shows,CONT3743,CONT2152,0.84,2026-03-24 18:01:41
SRCH00000325,699318,Action Movies,CONT5219,CONT5682,0.97,2026-02-08 16:02:29
SRCH00000326,864106,Action Movies,CONT1602,CONT3334,0.33,2026-02-03 21:28:47
SRCH00000327,906143,Comedy Shows,CONT9056,CONT9453,0.58,2025-08-18 15:30:15
SRCH00000328,918142,IPL,CONT9378,CONT2806,0.54,2026-01-20 00:17:40
SRCH00000329,765209,KDrama,CONT3295,CONT1641,0.0,2025-10-11 20:30:52
SRCH00000330,748815,IPL,CONT9541,CONT8314,0.11,2025-10-10 01:59:46
SRCH00000331,498946,IPL,CONT9771,CONT1150,0.07,2026-03-05 16:18:05
SRCH00000332,661514,Action Movies,CONT4415,CONT7391,0.53,2025-10-15 20:51:15
SRCH00000333,612326,Action Movies,CONT2688,CONT9894,0.38,2025-06-05 15:28:08
SRCH00000334,507357,KDrama,CONT7257,CONT5660,0.55,2025-08-02 16:51:58
SRCH00000335,708133,KDrama,CONT9698,CONT7672,0.93,2025-09-26 15:46:05
SRCH00000336,377030,IPL,CONT5586,CONT4130,0.12,2025-09-04 00:19:52
SRCH00000337,668056,Sci-Fi,CONT3681,CONT8455,0.44,2025-12-15 16:56:29
SRCH00000338,740475,IPL,CONT2191,CONT8256,0.15,2025-11-04 17:07:36
SRCH00000339,809959,KDrama,CONT2408,CONT3625,0.76,2026-03-27 16:32:22
SRCH00000340,578045,Action Movies,CONT1484,CONT9218,0.44,2025-09-21 10:31:38
SRCH00000341,510826,Action Movies,CONT4516,CONT6580,0.24,2026-05-11 09:12:36
SRCH00000342,316451,Sci-Fi,CONT2016,CONT9056,0.96,2025-11-23 19:55:08
SRCH00000343,524884,Action Movies,CONT9741,CONT6786,0.46,2026-02-02 12:37:54
SRCH00000344,494308,Sci-Fi,CONT1316,CONT6809,0.97,2026-04-28 14:12:00
SRCH00000345,104244,Sci-Fi,CONT9788,CONT1424,0.42,2025-10-06 21:13:44
SRCH00000346,499967,Comedy Shows,CONT2436,CONT6629,0.09,2026-02-01 04:50:50
SRCH00000347,511519,IPL,CONT7953,CONT7938,0.09,2025-11-12 13:41:35
SRCH00000348,508929,Action Movies,CONT9418,CONT6125,0.36,2026-02-06 16:22:30
SRCH00000349,113440,Comedy Shows,CONT6799,CONT1218,0.61,2026-03-02 09:50:30
SRCH00000350,415996,KDrama,CONT8430,CONT4785,0.77,2025-11-17 10:59:48
SRCH00000351,315362,Sci-Fi,CONT7975,CONT3387,0.74,2025-10-08 08:21:44
SRCH00000352,707324,Sci-Fi,CONT7621,CONT3732,0.49,2026-03-12 12:28:17
SRCH00000353,166688,KDrama,CONT1065,CONT1414,0.91,2025-10-13 21:38:27
SRCH00000354,627376,KDrama,CONT6338,CONT3564,0.97,2025-11-25 04:26:04
SRCH00000355,471982,Action Movies,CONT5644,CONT9424,0.39,2025-12-25 15:00:02
SRCH00000356,602721,Sci-Fi,CONT1859,CONT1043,0.72,2025-07-31 16:41:05
SRCH00000357,439576,IPL,CONT9802,CONT9990,0.52,2025-11-16 06:36:32
SRCH00000358,906127,IPL,CONT4308,CONT7448,0.48,2025-08-16 12:24:00
SRCH00000359,885358,Comedy Shows,CONT8135,CONT8726,0.94,2026-03-27 20:50:37
SRCH00000360,104836,Action Movies,CONT8544,CONT4634,0.38,2026-04-03 10:06:41
SRCH00000361,427482,KDrama,CONT3905,CONT1513,0.11,2025-11-20 02:41:56
SRCH00000362,939406,IPL,CONT7799,CONT6141,0.92,2025-12-14 18:14:37
SRCH00000363,508232,Comedy Shows,CONT8064,CONT6331,0.93,2026-02-25 23:06:13
SRCH00000364,110897,Action Movies,CONT6456,CONT4566,0.61,2025-06-27 15:54:42
SRCH00000365,878821,IPL,CONT7409,CONT6803,0.17,2025-08-10 16:28:21
SRCH00000366,136884,KDrama,CONT2054,CONT6492,0.76,2026-05-21 01:59:15
SRCH00000367,379138,Action Movies,CONT1352,CONT6390,0.16,2025-12-07 12:23:31
SRCH00000368,229632,Comedy Shows,CONT1226,CONT1816,0.29,2025-05-28 09:08:23
SRCH00000369,507119,KDrama,CONT4457,CONT2090,0.09,2026-04-07 02:11:33
SRCH00000370,324276,Comedy Shows,CONT2516,CONT2755,0.18,2026-01-26 16:02:12
SRCH00000371,308041,KDrama,CONT7777,CONT4423,0.83,2025-11-17 16:03:27
SRCH00000372,173183,IPL,CONT4288,CONT9685,0.8,2025-06-15 08:17:15
SRCH00000373,134862,KDrama,CONT6232,CONT2263,0.35,2026-05-08 12:40:22
SRCH00000374,467618,Action Movies,CONT3471,CONT3335,0.86,2025-09-08 02:34:28
SRCH00000375,877894,Sci-Fi,CONT3457,CONT1378,0.28,2026-04-28 09:50:40
SRCH00000376,543469,IPL,CONT8325,CONT5145,0.08,2026-05-10 00:04:23
SRCH00000377,356264,KDrama,CONT3244,CONT1245,0.1,2025-08-09 23:21:39
SRCH00000378,397262,Action Movies,CONT2003,CONT1172,0.72,2025-10-04 11:21:52
SRCH00000379,413472,Action Movies,CONT7894,CONT7935,0.25,2026-05-20 17:05:03
SRCH00000380,535767,Action Movies,CONT8725,CONT9424,0.57,2026-04-19 00:50:16
SRCH00000381,661342,Sci-Fi,CONT8467,CONT9520,0.92,2026-04-08 11:01:28
SRCH00000382,768400,Action Movies,CONT7763,CONT7684,0.7,2025-11-05 14:53:53
SRCH00000383,299572,Comedy Shows,CONT1885,CONT7857,0.2,2025-10-24 09:45:21
SRCH00000384,772818,KDrama,CONT8721,CONT1605,0.79,2025-09-08 06:06:00
SRCH00000385,353027,KDrama,CONT8222,CONT3884,0.65,2025-10-29 23:36:29
SRCH00000386,940048,Sci-Fi,CONT4200,CONT9927,0.38,2026-05-24 01:17:57
SRCH00000387,289092,Action Movies,CONT1947,CONT2191,0.37,2025-10-16 05:29:21
SRCH00000388,692636,Sci-Fi,CONT4442,CONT1745,0.33,2025-06-18 09:35:37
SRCH00000389,400630,Action Movies,CONT8696,CONT1075,0.89,2026-05-07 03:49:54
SRCH00000390,519824,IPL,CONT8151,CONT7096,0.61,2025-06-06 19:54:06
SRCH00000391,827737,Comedy Shows,CONT5514,CONT4512,0.4,2025-08-17 04:17:57
SRCH00000392,219849,Sci-Fi,CONT2294,CONT8770,0.91,2025-08-11 08:01:07
SRCH00000393,499582,IPL,CONT5762,CONT3716,0.3,2026-02-27 08:41:20
SRCH00000394,305630,Action Movies,CONT3021,CONT4885,0.12,2025-12-30 12:29:01
SRCH00000395,145594,IPL,CONT6132,CONT3807,0.49,2025-06-28 10:48:33
SRCH00000396,429655,Action Movies,CONT9351,CONT9196,0.72,2026-04-24 11:31:24
SRCH00000397,559536,Comedy Shows,CONT1162,CONT3410,0.36,2025-07-12 21:53:25
SRCH00000398,556417,Sci-Fi,CONT2574,CONT9118,0.07,2025-09-11 04:01:32
SRCH00000399,300490,Action Movies,CONT4126,CONT9954,0.87,2026-02-26 10:28:18
SRCH00000400,495571,IPL,CONT1480,CONT8021,0.03,2026-02-19 19:13:14
SRCH00000401,997064,Action Movies,CONT6777,CONT5239,0.51,2026-01-08 13:18:02
SRCH00000402,264025,KDrama,CONT2045,CONT7877,0.04,2025-08-09 22:33:48
SRCH00000403,214584,KDrama,CONT1642,CONT8373,0.0,2025-11-07 09:56:14
SRCH00000404,661258,Action Movies,CONT1278,CONT4941,0.81,2025-07-03 09:31:11
SRCH00000405,360714,IPL,CONT3596,CONT1331,0.23,2025-08-09 06:18:12
SRCH00000406,577677,Action Movies,CONT3962,CONT6432,0.37,2025-11-12 05:30:45
SRCH00000407,106561,Sci-Fi,CONT6522,CONT2087,0.83,2026-05-04 08:51:36
SRCH00000408,233998,Comedy Shows,CONT5320,CONT4568,0.08,2026-05-06 11:51:12
SRCH00000409,790987,KDrama,CONT8213,CONT5421,0.91,2025-12-01 00:22:30
SRCH00000410,866562,Sci-Fi,CONT5588,CONT6771,0.84,2026-03-26 00:15:30
SRCH00000411,407517,Comedy Shows,CONT3986,CONT7971,0.43,2026-02-14 15:56:48
SRCH00000412,868856,Action Movies,CONT8703,CONT9036,0.2,2025-12-19 21:28:04
SRCH00000413,885772,Comedy Shows,CONT4817,CONT6640,0.68,2026-04-29 07:56:21
SRCH00000414,297281,Sci-Fi,CONT4753,CONT5264,0.33,2026-02-11 00:23:43
SRCH00000415,733902,KDrama,CONT9418,CONT5673,0.68,2026-04-18 10:04:20
SRCH00000416,975281,IPL,CONT9364,CONT8055,0.22,2025-12-12 15:26:04
SRCH00000417,274777,Action Movies,CONT4432,CONT8196,0.86,2026-01-27 12:37:59
SRCH00000418,834974,KDrama,CONT1013,CONT5854,0.41,2026-01-29 02:51:46
SRCH00000419,302874,KDrama,CONT1630,CONT1083,0.43,2025-11-04 13:43:35
SRCH00000420,221792,Sci-Fi,CONT9311,CONT9511,0.61,2026-04-14 00:24:08
SRCH00000421,809009,Comedy Shows,CONT7446,CONT2085,0.61,2025-12-19 07:21:51
SRCH00000422,673485,Action Movies,CONT9268,CONT7307,0.28,2026-03-07 02:11:40
SRCH00000423,489347,Action Movies,CONT3951,CONT9674,0.01,2026-04-24 09:46:57
SRCH00000424,849412,Sci-Fi,CONT6122,CONT9516,0.3,2025-06-09 03:59:17
SRCH00000425,935662,Action Movies,CONT8645,CONT8856,0.8,2025-09-01 03:40:47
SRCH00000426,686069,Action Movies,CONT8176,CONT3407,0.02,2025-08-06 08:56:57
SRCH00000427,152181,KDrama,CONT7872,CONT1968,0.71,2026-02-10 01:05:06
SRCH00000428,479490,IPL,CONT2460,CONT3116,0.67,2025-12-15 17:07:58
SRCH00000429,952849,Comedy Shows,CONT4324,CONT7058,0.29,2025-12-11 13:53:17
SRCH00000430,634223,KDrama,CONT8132,CONT3163,0.37,2025-06-11 16:33:16
SRCH00000431,546698,KDrama,CONT1880,CONT8356,0.12,2025-10-13 16:38:03
SRCH00000432,797022,Sci-Fi,CONT4771,CONT3950,0.98,2025-10-03 06:35:34
SRCH00000433,512965,Sci-Fi,CONT3718,CONT1981,0.08,2025-08-26 20:06:39
SRCH00000434,737167,Sci-Fi,CONT3635,CONT9635,0.15,2025-06-24 06:12:55
SRCH00000435,609564,Comedy Shows,CONT3645,CONT1398,0.42,2025-08-16 22:13:22
SRCH00000436,196079,KDrama,CONT1273,CONT2639,0.32,2026-03-31 11:43:27
SRCH00000437,934233,Comedy Shows,CONT6913,CONT5578,0.08,2025-08-02 02:39:54
SRCH00000438,576015,Comedy Shows,CONT2881,CONT3181,0.29,2026-02-13 06:14:19
SRCH00000439,606115,Sci-Fi,CONT3811,CONT3790,0.15,2025-08-06 21:48:26
SRCH00000440,479894,KDrama,CONT7423,CONT8771,0.71,2025-08-22 00:46:33
SRCH00000441,273404,IPL,CONT2639,CONT3956,0.57,2025-12-15 14:43:11
SRCH00000442,571971,Sci-Fi,CONT6530,CONT8236,0.67,2025-11-05 23:48:08
SRCH00000443,876006,KDrama,CONT8599,CONT3452,0.17,2026-04-17 17:32:49
SRCH00000444,500603,KDrama,CONT7976,CONT2805,0.6,2025-05-30 18:27:38
SRCH00000445,273919,KDrama,CONT8621,CONT4044,0.6,2025-12-29 03:45:41
SRCH00000446,883198,IPL,CONT4164,CONT8048,0.1,2026-02-20 19:12:40
SRCH00000447,452092,Comedy Shows,CONT9759,CONT6450,0.8,2025-08-09 02:15:28
SRCH00000448,692345,Comedy Shows,CONT1547,CONT5460,0.5,2025-11-14 08:20:44
SRCH00000449,862999,Sci-Fi,CONT7160,CONT5080,0.18,2026-02-04 23:08:39
SRCH00000450,124811,KDrama,CONT8677,CONT1712,0.2,2026-05-11 06:25:51
SRCH00000451,139376,Action Movies,CONT4520,CONT1258,0.44,2025-11-19 12:39:34
SRCH00000452,562611,KDrama,CONT7770,CONT1499,0.18,2025-11-02 23:41:08
SRCH00000453,165730,Sci-Fi,CONT9456,CONT5364,0.42,2026-04-29 14:32:06
SRCH00000454,398837,IPL,CONT8841,CONT8628,0.32,2026-01-21 02:48:45
SRCH00000455,641109,Comedy Shows,CONT7560,CONT9553,0.06,2025-06-18 16:07:40
SRCH00000456,404280,Sci-Fi,CONT1724,CONT2557,0.88,2026-05-04 01:44:21
SRCH00000457,612937,Comedy Shows,CONT6656,CONT8701,0.13,2025-08-15 04:29:24
SRCH00000458,208069,Comedy Shows,CONT3574,CONT4577,0.15,2026-03-29 22:06:22
SRCH00000459,511355,Action Movies,CONT4788,CONT1643,0.37,2025-10-16 11:14:13
SRCH00000460,135373,Sci-Fi,CONT8616,CONT7108,0.51,2026-02-14 15:58:00
SRCH00000461,614207,KDrama,CONT7655,CONT3134,0.61,2025-12-03 21:08:33
SRCH00000462,160403,Action Movies,CONT5471,CONT5039,0.69,2025-12-31 17:08:42
SRCH00000463,316214,Sci-Fi,CONT2775,CONT6035,0.93,2025-11-17 23:28:18
SRCH00000464,279426,Sci-Fi,CONT9147,CONT7625,0.82,2026-01-18 13:48:18
SRCH00000465,146137,IPL,CONT9143,CONT2601,1.0,2025-09-21 13:06:06
SRCH00000466,432389,KDrama,CONT2619,CONT6264,0.56,2025-11-11 19:04:51
SRCH00000467,576156,Sci-Fi,CONT7023,CONT6767,0.71,2026-05-10 15:59:20
SRCH00000468,151707,IPL,CONT8892,CONT3092,0.28,2025-05-28 04:56:50
SRCH00000469,134029,Comedy Shows,CONT8217,CONT6975,0.83,2026-04-28 16:18:52
SRCH00000470,446233,KDrama,CONT5737,CONT3207,0.95,2025-12-31 00:24:03
SRCH00000471,314471,Comedy Shows,CONT5924,CONT8071,0.15,2026-02-05 16:13:32
SRCH00000472,300160,IPL,CONT5404,CONT6913,0.22,2025-08-06 11:03:32
SRCH00000473,382437,Sci-Fi,CONT8021,CONT5190,0.91,2026-04-22 05:20:50
SRCH00000474,986293,Action Movies,CONT3363,CONT9157,0.28,2026-04-01 06:01:28
SRCH00000475,228711,Action Movies,CONT4669,CONT8354,0.63,2026-01-06 00:16:06
SRCH00000476,362488,Sci-Fi,CONT5988,CONT7428,0.87,2026-01-23 22:34:02
SRCH00000477,467369,Comedy Shows,CONT6311,CONT4066,0.18,2025-08-14 20:40:51
SRCH00000478,576117,IPL,CONT3628,CONT3115,0.53,2026-03-09 08:23:55
SRCH00000479,203543,Comedy Shows,CONT3696,CONT1192,0.27,2026-02-25 07:21:18
SRCH00000480,457974,Comedy Shows,CONT5390,CONT7133,0.07,2026-01-10 01:59:14
SRCH00000481,745933,Sci-Fi,CONT5743,CONT5261,0.39,2025-08-08 22:39:09
SRCH00000482,103523,Comedy Shows,CONT4075,CONT8396,0.58,2025-08-07 12:28:23
SRCH00000483,775683,KDrama,CONT5123,CONT3462,0.55,2026-02-10 13:11:24
SRCH00000484,840683,Comedy Shows,CONT7205,CONT4348,0.47,2025-09-03 06:29:37
SRCH00000485,570486,Action Movies,CONT7724,CONT3919,0.14,2026-04-27 23:49:00
SRCH00000486,610151,Comedy Shows,CONT6576,CONT2536,0.52,2025-10-21 10:04:35
SRCH00000487,896347,Action Movies,CONT7821,CONT4606,0.65,2025-09-10 15:12:00
SRCH00000488,613536,Sci-Fi,CONT6195,CONT9244,0.32,2025-08-02 03:34:15
SRCH00000489,314986,KDrama,CONT2415,CONT5026,0.87,2025-06-07 17:37:01
SRCH00000490,399816,Sci-Fi,CONT1841,CONT5653,0.85,2025-08-17 00:07:15
SRCH00000491,355946,IPL,CONT5545,CONT2139,0.6,2025-06-01 10:12:07
SRCH00000492,722500,KDrama,CONT8945,CONT2746,0.52,2026-01-21 12:15:10
SRCH00000493,185018,IPL,CONT6709,CONT5761,0.38,2025-10-03 09:40:39
SRCH00000494,278085,KDrama,CONT2325,CONT9111,0.52,2026-05-09 03:17:12
SRCH00000495,246393,Sci-Fi,CONT2052,CONT5619,0.93,2026-04-07 13:26:43
SRCH00000496,115233,Comedy Shows,CONT1638,CONT7413,0.78,2025-07-08 11:34:51
SRCH00000497,472575,Sci-Fi,CONT1953,CONT3923,0.32,2026-05-16 20:10:04
SRCH00000498,425578,KDrama,CONT5010,CONT3016,0.27,2025-10-01 02:07:24
SRCH00000499,310223,Action Movies,CONT8066,CONT3659,0.86,2026-02-07 03:08:52
SRCH00000500,952297,Sci-Fi,CONT5119,CONT8820,0.23,2026-05-11 21:38:44
SRCH00000501,800204,Comedy Shows,CONT2887,CONT8541,0.13,2025-06-20 13:22:46
SRCH00000502,354689,Action Movies,CONT5237,CONT7676,0.22,2025-09-14 11:06:19
SRCH00000503,224785,Sci-Fi,CONT8671,CONT1278,0.91,2026-03-01 23:39:01
SRCH00000504,591508,Action Movies,CONT8359,CONT1775,0.08,2025-11-13 03:19:49
SRCH00000505,749903,KDrama,CONT1782,CONT1550,0.53,2026-04-12 00:13:59
SRCH00000506,778736,Comedy Shows,CONT8168,CONT3376,0.34,2025-09-27 05:45:13
SRCH00000507,424932,Comedy Shows,CONT5843,CONT5877,0.02,2026-02-07 04:16:17
SRCH00000508,188416,Sci-Fi,CONT2726,CONT8443,0.36,2026-05-17 17:37:23
SRCH00000509,234299,Comedy Shows,CONT8510,CONT3377,0.77,2026-03-31 14:18:56
SRCH00000510,556617,Action Movies,CONT7401,CONT7076,0.9,2026-05-20 01:41:20
SRCH00000511,580868,Comedy Shows,CONT9292,CONT1619,0.37,2025-10-14 17:47:34
SRCH00000512,493654,KDrama,CONT5581,CONT6547,0.48,2025-07-08 19:05:21
SRCH00000513,497586,IPL,CONT9694,CONT6138,0.18,2025-06-23 15:18:48
SRCH00000514,927500,IPL,CONT3776,CONT4664,0.35,2025-11-02 10:15:11
SRCH00000515,742827,Comedy Shows,CONT3071,CONT6523,0.74,2025-12-04 22:58:08
SRCH00000516,638310,IPL,CONT8131,CONT5747,0.68,2026-03-24 23:13:15
SRCH00000517,858085,Sci-Fi,CONT7659,CONT9781,0.12,2025-06-01 05:17:47
SRCH00000518,751978,KDrama,CONT5333,CONT1311,0.99,2026-04-03 18:03:59
SRCH00000519,110516,KDrama,CONT9323,CONT1406,0.08,2025-10-19 03:44:43
SRCH00000520,150833,Sci-Fi,CONT6697,CONT5202,0.52,2025-12-25 17:13:26
SRCH00000521,928407,Action Movies,CONT2709,CONT2558,0.86,2025-06-25 16:22:46
SRCH00000522,730126,Action Movies,CONT7341,CONT1952,0.26,2025-08-13 01:23:47
SRCH00000523,425962,Comedy Shows,CONT6261,CONT2501,0.16,2025-07-29 04:50:58
SRCH00000524,419278,Action Movies,CONT2110,CONT8591,0.14,2025-06-11 12:47:02
SRCH00000525,244320,Action Movies,CONT8363,CONT3397,0.74,2025-12-05 11:49:32
SRCH00000526,801241,Action Movies,CONT4823,CONT6554,0.53,2026-05-07 13:32:58
SRCH00000527,777458,KDrama,CONT6525,CONT6781,0.57,2026-01-17 01:55:49
SRCH00000528,645703,IPL,CONT6502,CONT4817,0.4,2026-02-27 21:47:26
SRCH00000529,751732,KDrama,CONT3334,CONT6687,0.37,2025-08-11 05:39:56
SRCH00000530,294256,Action Movies,CONT6480,CONT1961,0.11,2025-06-02 19:26:13
SRCH00000531,134368,IPL,CONT2113,CONT6815,0.85,2025-08-07 18:18:47
SRCH00000532,702582,IPL,CONT8834,CONT6502,0.73,2026-03-08 20:29:28
SRCH00000533,413555,Comedy Shows,CONT9288,CONT7966,0.32,2026-01-05 07:16:18
SRCH00000534,594331,IPL,CONT3164,CONT6795,0.08,2026-03-07 06:47:31
SRCH00000535,918046,Sci-Fi,CONT7703,CONT3745,0.71,2025-12-11 20:38:22
SRCH00000536,309835,IPL,CONT2196,CONT3972,0.54,2026-01-31 05:01:26
SRCH00000537,805112,KDrama,CONT2968,CONT1613,0.15,2025-12-11 02:26:59
SRCH00000538,869913,Comedy Shows,CONT9005,CONT2545,0.67,2026-03-12 02:07:11
SRCH00000539,241012,Action Movies,CONT6404,CONT1892,0.16,2025-11-26 00:49:05
SRCH00000540,993179,IPL,CONT5621,CONT4098,0.74,2025-08-25 07:04:33
SRCH00000541,138756,Comedy Shows,CONT4326,CONT8639,0.02,2025-08-05 16:43:25
SRCH00000542,542989,Comedy Shows,CONT3669,CONT5235,0.85,2026-04-16 03:47:32
SRCH00000543,782649,Action Movies,CONT4837,CONT2570,0.01,2026-03-15 05:12:09
SRCH00000544,518216,IPL,CONT3202,CONT4413,0.03,2025-08-18 16:07:40
SRCH00000545,864845,IPL,CONT4666,CONT5073,0.73,2026-03-01 06:32:46
SRCH00000546,258047,Sci-Fi,CONT9631,CONT9740,0.08,2025-07-15 01:30:25
SRCH00000547,895434,KDrama,CONT1531,CONT2051,0.47,2025-05-30 19:06:13
SRCH00000548,964197,KDrama,CONT3238,CONT1334,0.52,2026-01-27 16:09:06
SRCH00000549,255122,Comedy Shows,CONT3467,CONT8658,0.36,2026-05-15 02:29:03
SRCH00000550,222219,Comedy Shows,CONT9775,CONT9379,0.24,2026-02-03 03:30:49
SRCH00000551,533331,KDrama,CONT7528,CONT1477,0.83,2025-10-17 11:07:31
SRCH00000552,571006,Sci-Fi,CONT1112,CONT9882,0.26,2026-02-19 13:33:12
SRCH00000553,757149,Sci-Fi,CONT4629,CONT6843,0.43,2026-02-25 14:38:12
SRCH00000554,643556,IPL,CONT5166,CONT7075,0.88,2025-06-29 19:00:45
SRCH00000555,533476,KDrama,CONT3113,CONT7376,0.9,2025-08-08 21:57:47
SRCH00000556,457111,IPL,CONT1996,CONT7002,0.62,2025-09-08 05:36:30
SRCH00000557,180697,Comedy Shows,CONT6969,CONT9003,0.88,2025-07-28 11:48:08
SRCH00000558,228336,Sci-Fi,CONT3682,CONT3497,0.08,2025-09-23 04:18:36
SRCH00000559,705845,KDrama,CONT8171,CONT2291,0.87,2025-11-29 03:42:22
SRCH00000560,818713,KDrama,CONT6404,CONT6515,0.97,2025-06-09 10:40:01
SRCH00000561,194647,Comedy Shows,CONT7676,CONT9627,0.49,2025-12-17 04:55:23
SRCH00000562,500612,KDrama,CONT5711,CONT6672,0.26,2025-12-10 09:48:44
SRCH00000563,761105,Sci-Fi,CONT2533,CONT8500,0.7,2025-11-22 22:14:55
SRCH00000564,924534,Sci-Fi,CONT1442,CONT7190,0.29,2025-06-07 10:33:55
SRCH00000565,422506,IPL,CONT4653,CONT1330,0.52,2026-04-07 20:52:19
SRCH00000566,502651,Sci-Fi,CONT4374,CONT1672,0.56,2025-08-09 02:43:43
SRCH00000567,191607,Action Movies,CONT6794,CONT4494,0.23,2025-10-11 04:38:48
SRCH00000568,597285,KDrama,CONT8062,CONT5185,0.75,2025-10-14 00:06:32
SRCH00000569,244072,IPL,CONT6135,CONT9450,1.0,2025-10-01 01:01:20
SRCH00000570,428570,Comedy Shows,CONT7415,CONT1341,0.97,2026-02-17 10:10:51
SRCH00000571,515322,Sci-Fi,CONT4770,CONT4793,0.68,2026-01-17 11:56:12
SRCH00000572,758629,IPL,CONT4481,CONT3822,0.31,2025-09-03 02:38:16
SRCH00000573,413626,Action Movies,CONT3374,CONT8828,0.13,2025-11-26 15:50:54
SRCH00000574,678658,IPL,CONT4157,CONT3461,0.53,2025-08-03 20:14:30
SRCH00000575,377517,IPL,CONT9514,CONT9270,0.24,2025-11-28 07:32:59
SRCH00000576,631500,Sci-Fi,CONT4844,CONT4241,0.66,2026-03-07 10:23:38
SRCH00000577,157840,IPL,CONT8506,CONT6702,0.76,2026-02-08 10:55:21
SRCH00000578,931030,IPL,CONT1728,CONT9079,0.54,2026-01-16 08:01:58
SRCH00000579,639519,KDrama,CONT5037,CONT3196,0.93,2026-03-17 02:25:04
SRCH00000580,407956,Action Movies,CONT2120,CONT2404,0.81,2025-09-07 04:54:53
SRCH00000581,268592,KDrama,CONT9358,CONT9055,0.12,2026-02-12 03:04:27
SRCH00000582,693642,Sci-Fi,CONT9329,CONT4903,0.17,2025-11-20 13:04:40
SRCH00000583,323525,KDrama,CONT3008,CONT2498,0.58,2025-07-20 05:15:56
SRCH00000584,541778,IPL,CONT4594,CONT9203,0.84,2025-10-15 19:14:41
SRCH00000585,876461,IPL,CONT6360,CONT6243,0.52,2025-11-21 16:47:34
SRCH00000586,193087,KDrama,CONT2878,CONT8351,0.03,2025-11-18 19:19:20
SRCH00000587,373683,KDrama,CONT4011,CONT8225,0.27,2026-04-08 01:11:14
SRCH00000588,697627,Comedy Shows,CONT6348,CONT1660,0.74,2025-11-21 14:13:00
SRCH00000589,863992,Action Movies,CONT4981,CONT9251,0.35,2025-06-11 20:35:43
SRCH00000590,935435,IPL,CONT7932,CONT9516,0.43,2026-05-26 12:18:34
SRCH00000591,281533,IPL,CONT6415,CONT1926,0.96,2026-04-17 15:45:59
SRCH00000592,172514,Sci-Fi,CONT5532,CONT8300,0.92,2026-01-21 02:55:55
SRCH00000593,894212,KDrama,CONT3998,CONT3901,0.39,2026-01-14 19:22:26
SRCH00000594,864284,Comedy Shows,CONT5728,CONT3440,0.13,2025-12-13 22:48:55
SRCH00000595,664359,KDrama,CONT7348,CONT6688,0.09,2025-09-30 02:09:42
SRCH00000596,155879,Sci-Fi,CONT8347,CONT1302,0.98,2025-08-02 13:11:54
SRCH00000597,331309,Sci-Fi,CONT5528,CONT5077,0.92,2025-07-27 23:29:12
SRCH00000598,518368,Action Movies,CONT2280,CONT3070,0.88,2025-09-26 06:19:22
SRCH00000599,982224,IPL,CONT9996,CONT8421,0.77,2026-03-21 23:35:21
SRCH00000600,805145,KDrama,CONT1510,CONT1464,0.04,2026-03-02 22:36:35
SRCH00000601,752357,IPL,CONT7852,CONT6045,0.01,2026-01-25 04:58:57
